text	translated
"""개혁주의생명신학은 성경을 모든 삶의 기준으로 삼는 신학, 하나님께 영광 돌리는 것을 모든 존재의 목표로 삼는 신학, 예수 그리스도만이 우리의 생명이심을 고백하는 신학이다."""	0
포인트 마일리지 서비스 ‘OK캐쉬백’과 모바일 지갑 ‘시럽 월렛’ 등은 SK텔레콤의 자회사 SK테크엑스와 합병해 SK플래닛으로 새롭게 출범한다.	0
인천시는 오는 26일 환경부와 수도권 3개 시·도 4자 협의를 통해 수도권 쓰레기 매립지 3-1공구 103만㎡의 매립 종료 시점을 기준으로 기존 매립지 사용을 오는 2025년 종료하겠다고 12일 밝혔다.	0
세계보건기구(WHO)는 18일(현지시간) 게임 중독을 ‘게임 장애(gaming disorder)’라는 새로운 정신질환으로 분류해 국제질병분류 제11차 개정판(ICD-11)에 올렸다고 발표했다.	0
재판부는 확보된 증언을 종합해 콜빈이 시리아 정부가 시행한 ‘국가의 적들’이라는 적대적 미디어 정책의 희생양이었다고 지적했다.	0
수면 문제를 겪는 사람들은 크게 수면장애 환자군과 ‘순수 불면증’ 호소군 등 두 부류로 나뉠 수 있다.	0
"""식품의약품안전처에 따르면 여성 1인이 평생 사용하는 생리대의 양은 약 1만4000개로, 가임 여성의 80.9%가 일회용 생리대를 사용하고 있었다."""	0
"""시베리아 호랑이는 우리가 흔히 백두산 호랑이라고 부르는 한국 호랑이와 같은 종으로, 아무르 호랑이라고도 하며 현존하는 호랑이 중 가장 몸집이 크다."""	0
"""형사소송법에 따르면 법원은 피고인의 구속기간을 2개월씩 총 2차례 연장할 수 있고, 항소심과 상고심에선 추가 심리가 필요하다고 판단되면 총 3차례까지 연장할 수 있다."""	0
"""이정민은 “힘든 날씨에도 불구하고 좋은 결과가 나와서 좋다”며 “공격적인 플레이보다 최대한 파를 잡으려고 노력했고, 기회가 왔을 때 (버디를) 잘 잡았다”고 소감을 전했다."""	0
충분한 인프라가 갖춰진 이곳에서 스스로 일궈낸 대규모 유소년 시스템에 대한 책임은 끝까지 지며 상생 방법을 찾아야 했다.	0
㈜쓰리엔텍 최인섭 회장이 정부의 BK21사업을 통해 확보한 ‘자동차연료자동조절장치’에 대한 기술력을 인정받아 아시아 로하스 산업 인증패를 받았다.	0
마두로 대통령은 미국 등 외부 세력과 기업 등 국내 기득권층이 주도한 ‘경제 전쟁’ 탓으로 돌리고 있다.	0
이승우는 22일(한국시간) 아랍에미리트 두바이 라시드 스타디움에서 열린 한국과 바레인의 2019 AFC 아시안컵 16강전 후반 투입됐다.	0
이미경 코이카 이사장은 이날 개소식에서 “사이버보안관제센터 개소를 통해 정부 무상원조 전담기관으로서 외교?안보분야의 최전선에서 근무하는 직원들의 정보보호에 앞장서겠다”고 밝혔다.	0
영상 필터에는 호나우지뉴의 상징과도 같은 R10이라고 써진 검정색 헤어밴드와 함께 머리 위로 축구공이 붙어 있어 마치 그의 스킬을 따라하는 것과 같은 효과를 낼 수 있도록 만들어졌다.	0
현 회장을 비롯해 임직원 15명이 추모식에 참석한 뒤 강원도 고성 동해선도로남북출입사무소(CIQ)로 입경했다고 현대그룹은 5일 밝혔다.	0
"""반대로 장이 너무 예민하게 반응하여도 변비가 생길 수 있는데, 이런 유형의 변비를 경련성 변비라고 한다."""	0
이종우 전 IBK투자증권 리서치센터장은 “올해 내에 지수가 완전히 밑으로 밀고 내려가진 않을 것으로 보인다”며 “지금 정도는 분할 매수를 생각해 볼 만한 타이밍 같다”고 말했다.	0
지난달 18일 6연패를 끊은 이후 1일까지 10승 4패를 기록하며 한때 3할대로 떨어졌던 승률을 4할6푼대까지 올렸다.	0
이들은 또한 “도민의 재산을 헐값에 사들여 사기업들의 배를 불리게 하는 개발계획은 도민을 위한 정책이 아니다”라며 “도민이 원하는 복지사항을 정비하고 원도심과 주변 상권을 살리는 방안을 강구하라”고 촉구했다.	0
"""이 문제 또한 일반 독자가 기사를 어떻게 접하였는지를 확인해야 하는데, 독자들이 A의 가게가 해외직구마약 유통지 혹은 보관지로 이해할 정도의 보도였다면, 방송사는 이 점에 대해서도 책임이 인정될 수 있습니다."""	0
"""최근 2년간 대회 성적 포인트를 합산해 라이더컵 포인트 상위 8명이 출전권을 갖게 되고, 4명은 단장이 추천한다."""	0
시종일관 팽팽한 경기를 펼치다 경기 종료 1분여를 남기고 5점차로 뒤질 만큼 패색이 짙은 경기였지만 올 시즌 삼성의 명실상부한 ‘믿을맨’으로 떠오른 이관희가 결승골을 넣는 등 맹활약한 덕에 승리를 거뒀다.	0
드루킹 댓글 조작 사건을 수사 중인 허익범 특별검사팀의 서울 서초동 사무실로 6일 오전 김경수 경남도지사가 조사를 받기 위해 출석했다.	0
역동성을 강조하는 벤투 축구에서 패스의 큰 줄기는 중앙 미드필더를 거쳐 좌우 측면을 열어가는 식이지만 시작은 중앙 수비수다.	0
바울은 전도를 못한 것이 아니라 전도의 문이 열렸는데도 자신의 심령이 편하지 못해 그들과 작별하고 마게도냐로 떠났습니다.	0
"""재활로 2017년을 통째로 날렸고, 지난 시즌에도 8패 11세이브 평균자책점 6.75라는 초라한 성적표를 남겨 ‘먹튀’라는 오명을 들어야 했다."""	0
"""성복동 어린이 청소년 도서관 건립 34억원, 풍덕천·동천동 도서관 건립 20억원 등의 예산 편성과 초등학교 학습 준비물비 14억원, 혁신교육도시를 위한 학교별 교육과정 지원에 15억원, 입시설명회 1억원 등도 주목된다."""	0
세르게이 라브로프 외무장관이 지난달 31일 평양을 방문하면서 초대의사를 담은 푸틴 대통령의 친서를 김 위원장에게 전달했다.	0
이 회장은 “학교 체육과 스포츠클럽을 활성화해 넓은 선수 자원 속에서 훌륭한 기량을 가진 이가 국가대표가 되는 시스템을 정착시키겠다”고 말했다.	0
원인 불명의 화재가 발생하자 아파트를 비롯한 각종 주차장에서는 BMW 520d 모델을 비롯한 BMW 차량 자체의 진입을 금지하고 있다.	0
워싱턴 내셔널스 유니폼을 입고 있던 지난달에는 홈런을 맞은 뒤 마운드에서 글러브를 패대기치고 덕아웃을 노려보는 모습으로 화제가 됐다.	0
타 지자체의 예타 면제 사업은 대부분 광역 연계 사업인 반면 대전 트램 사업은 지역 내 5개 자치구를 순환하는 대전 균형발전 사업이다.	0
이상천 시장은 “제천 제3산업단지는 지역의 경제성장을 선도할 것”이라며 “철저한 시공과 품질관리로 명품 산업단지 조성에 최선을 다 하겠다”고 말했다.	0
"""제주시 함덕항·비양도항에는 각각 90억원과 64억원이 투자돼 어촌의 산업구조를 변화시키고, 제주의 풍부한 해양관광자원을 발굴하기 위한 다양한 사업들이 시행된다."""	0
엔씨(NC)와 한국만화영상진흥원은 엔씨 R&D센터에서 제1회 NC 버프툰 글로벌 웹툰스타 오디션 개최를 위한 MOU 체결식을 진행했다.	0
아침까지 중서부해안에 안개가 짙게 끼는 곳이 있겠고 그 밖의 서해안과 내륙엔 안개가 끼는 곳이 있겠습니다.	0
현재 주요 교차로·교량 등에 제설함 1217개소와 모래주머니를 비치한 시는 취약지점 287개소를 대상으로 제설담당제를 운영할 계획이다.	0
"""이 전 대통령은 “어린 시절 가난 속 행상을 하며 야간학교를 다니고, 청소부로 일하며 대학을 다녔지만, 비굴하게 남에게 구걸하거나 남의 것을 탐한 적은 없었다”고 주장했다."""	0
"""표토층이 가볍기 때문에 비바람에 돌이 드러나는 대로 계속 치워야했고, 이 돌을 이용해 강한 바람을 막고 화산회토를 관리하는 차원에서 밭담을 쌓았다."""	0
이에 동해시는 2014년 5월 지가동 LS전선 연수원 부지를 학교 부지로 제안했지만 강원도교육청은 고압송전선로가 학생 건강에 영향을 줄 수 있다며 신흥동 옛 삼흥분교로 부지를 1차 변경했다.	0
"""여가부에 따르면 성폭력 등 가해자에 대한 처벌과 행정제재를 강화하는 내용으로 형법, 성폭력범죄의 처벌 등에 관한 특례법, 의료법 및 전공의법 개정안이 국회계류 중이다."""	0
이문규 감독이 “3점슛을 던지는 의외의 능력이 있다”고 말했던 것처럼 이날은 외곽으로 나와 3점슛을 시도하기도 했다.	0
"""재조사를 맡은 아주대 산학협력단은 제주공항 확장 방안, 대규모 제주 신공항 건설, 제2공항 건설 등 3가지 대안을 비교했다."""	0
지난 10월에는 광주시 실무진들이 중국 조이롱 자동차 본사를 직접 찾아 대표이사 격인 왕릉파 총경리를 만나 투자협약서 준수를 촉구했다.	0
"""시는 요금인상과 함께 택시친절헌장, 불친절·승차거부 등 유형별 교통불편 위반행위에 대한 예시를 수록한 ‘울산 택시기사가 알아야 할 친절운행 길라잡이’ 책자를 제작·배포했다."""	0
"""양진호 전 회장이 과거 직원들의 손톱과 발톱, 머리카락, 혈액 등을 받아서 인형으로 제작해 이를 땅에 묻고 제사를 지냈다고 채널A가 보도했다."""	0
마찬가지로 하나님을 믿는 자들이 경험하는 구원의 기쁨과 성령의 역사를 통해 우리는 하나님이 비록 우리 눈에 보이지 않아도 그분이 계신다고 말할 수 있는 것입니다.	0
이 단체는 이어 “박남춘 시장의 정책적 기반이 흔들릴까 걱정된다”면서 “매립지 관련 각종 현안에 대한 시의 입장 정리가 시급하다”고 언급했다.	0
오승환은 4일(한국시간) 미국 콜로라도주 덴버 쿠어스필드에서 열린 샌프란시스코 자이언츠와의 경기에서 팀이 7-5로 앞선 8회초 등판해 1이닝 동안 3점을 내주고 마운드를 내려갔다.	0
전기 공급이 끊겨 어둠 속에서 우왕좌왕하던 투숙객 55명은 침대와 소파 등이 타면서 발생한 유독가스와 거세지는 불길 속에서 생사의 갈림길에 놓여 있었다.	0
한 언론사는 이날 낮에 “청와대가 김 부총리에게 ‘정부가 재벌에 투자와 고용을 구걸하는 듯한 모습은 바람직하지 않다’는 입장을 전달했다”고 보도했다.	0
울릉도와 흑산도 등의 소형공항이 수년 내 문을 열 경우 광주?전남 지역민의 관광 접근성도 획기적으로 개선될 전망이다.	0
"""특히 남성이 비만 치료의 주목적을 건강으로 설정, 복부 비만 치료에 가장 관심을 두고 있는 만큼 부위별 전담의도 배치했다."""	0
"""조 이사는 부산진고교와 부산대 지질학과를 졸업하고 1989년 기보에 입사한 후 자산운용실장, 부산지점 지점장, 인사부장 등을 역임했다."""	0
"""자유를 찾아 목숨을 걸고 대한민국에 온 탈북민들에 대해 북한은 조국 반역자로 간주하고 있고, 북에 남아 있는 가족들은 엄격한 감시와 사상교육을 받고 있다."""	0
이러한 당국의 인도적인 조치에 반발한 일부 시민들이 난민 수용 거부를 촉구하는 청와대 청원을 계속해서 올리고 있는 것으로 보인다.	0
"""제도가 시행된 2013년에는 대상자가 178명이었지만 2014년 588명, 2015년 583명, 2016년 2962명, 2017년 3140명으로 늘어 지금까지 8200여 가구에 총 43억원이 지원됐다."""	0
의성군은 화재로 인한 연기와 유독가스 피해를 호소하는 주민들에게 마스크를 일괄 지급해 43가구 80여명 주민들은 대부분 마스크를 착용한 채 생활하고 있다.	0
"""제2대 담임으로 취임한 김상길 목사는 순복음신학원 원장, 대전순복음신학교 교수 등을 지냈고 국민일보 종교국장과 신앙계 사장을 역임했다."""	0
포지션 문제로 인한 주제 무리뉴 감독과 불화설이 좀처럼 식질 않으며 유벤투스 복귀뿐만 아니라 바르셀로나 이적설도 나돌고 있다.	0
최악의 경제 위기와 정치적 혼란을 겪고 있는 베네수엘라에서는 지난 10일 두 번째 임기(6년)를 시작한 마두로 대통령의 사퇴와 재선거를 촉구하는 대규모 반정부 시위가 23일 열렸다.	0
여기엔 행정부의 수장이신 문재인 대통령이 일상업무 시간에 쿨비즈룩(시원한 비즈니스룩) 차림으로 업무하하는 모습을 국민들과 공직자들에게 선보여 홍보해달라는 제안도 담겼다.	0
"""시는 수도권 노후 산단 소재 기업을 대상으로 투자의향기업 발굴 및 업체 방문을 통한 투자상담, 투자설명회 등을 통해 수도권 기업유치에 나서고 투자유치를 촉진하기 위해 투자유치보조금 지원도 확대할 계획이다."""	0
실내는 공간 최적화 설계를 통해 사용자에게 동급 최대 수준의 넓은 공간과 우수한 화물 적재성을 확보했다.	0
한발 더 나아가 일구회나 은퇴선수협의회까지 합쳐 선수협이 현역 및 은퇴 선수들을 모두 관리하는 중심 조직으로 거듭나야 한다고 제안했다.	0
이날 시는 2020년 국가 예산 확보를 위한 주요사업으로 신규사업 52건을 포함한 188건을 발굴해 1조8000억원을 목표로 설정했다고 밝혔다.	0
"""물을 빼 지반이 내려앉으면서 균열이 생겼을 거라는 추정만 있을 뿐 정확한 원인이 무엇인지, 침하가 계속되고 있는지 제대로 조사가 이뤄지지 않은 상태로 균열을 덮은 것이다."""	0
"""증선위는 상장사 최대주주, 법무법인 등 미공개 중요정보에 접근 가능한 이들이 연루된 불공정 사건을 집중 조사해 처리했다."""	0
입추인 내일도 대기불안정으로 경기북부내륙과 강원영서북부에 새벽부터 아침 사이에 내륙을 중심으로 빗방울이 떨어지겠고 오후엔 소나기가 오는 곳이 있겠습니다.	0
"""템북은 아이들이 꿈을 꾸게 하고, 교사들이 소명을 깨닫게 하며, 교육에 새로운 희망을 주는 책을 만드는 것이 목표다."""	0
아시안게임 야구 금메달로 병역 특례 혜택을 받게 된 박찬호로선 동년배에 대한 미안함을 어떻게든 표현하고 싶었을 것이다.	0
제주분마이호랜드㈜는 이호유원지 조성사업이 도시계획심의를 통과함에 따라 환경영향평가 재협의와 도의회 동의 절차를 거쳐 2023년 완공을 목표로 올해 안에 공사를 재개할 예정이다.	0
이 전 감찰관은 같은 달 29일 검찰 특별수사팀이 자택과 집무실을 압수수색하자 정상적 업무 수행이 불가능하다며 사직서를 제출했다.	0
연맹은 지난해 벨기에의 황금세대를 탄생시킨 ‘더블 패스’를 벤치마킹한 유소년 클럽 평가 인증제(유스 트러스트)를 도입하며 유소년 선수 육성에 더욱 박차를 가하고 있다.	0
이관희는 지난 21일 고양 오리온전에 삭발을 하고 나와 개인통산 최다인 29점을 쏟아내며 팀의 5연패 탈출을 이끌었다.	0
시청각 중복장애인 인구에 대한 정확한 통계는 없는 실정이며 유엔과 세계보건기구(WHO)에서는 인구 1만명 당 1명이 발생하는 것으로 보고 있다.	0
원동준 인하대 전기공학과 교수가 스마트그리드 공학 강의를 통해 진행한 문제해결 교과목(PS?Problem Solving) 운영 사례를 설명한다.	0
인천대 관계자는 “이 일을 계기로 명실상부한 스마트 캠퍼스 구축에 한 발짝 더 나설 수 있게 됐다”고 말했다.	0
잉글랜드 프리미어리그 토트넘 홋스퍼의 프렌차이즈 스타 해리 케인이 이르면 다음 주 부상에서 복귀할 것이라는 관측이 제기됐다.	0
"""오픈 이노베이션 네트워크에서 추진하는 과제에 R&D 지원을 하는 경우 1차 평가 면제, 2차 평가 가점 부여 등의 혜택도 주기로 했다."""	0
"""소규모 빌딩의 경우도 자영업 경기 침체 등에 대한 우려가 높아지면서 공실률 증가, 임대수익 감소 등 투자 리스크가 확대될 것으로 보인다."""	0
제주지역 숙박업소의 공급과잉 현상으로 경영난이 심화되는 가운데 관광객 여행패턴 변화에 맞춘 장기적인 객실 공급관리 대책이 필요하다는 지적이 나왔다.	0
이 시스템이 제대로 정착되면 회의록 작성 시간이 기존 보다 크게 감소하고 회의 결과가 적시에 공개 되어 비용 절감 및 투명성을 제고 할 수 있다.	0
"""평가에서는 사업계획의 적정성, 여객선 기항지, 재정자립도, 고용·산업 위기지역 등 사회·경제적 특수성과 사업추진 여건 등이 종합적으로 고려됐다."""	0
"""아리수를 마셔보고 정수기 물, 생수 등과 비교해보는 ‘블라인드 테스트’와 아리수 퀴즈 맞히기 캠페인 등 다양한 아이디어들이 캠페인으로 이어졌다."""	0
한국경제의 컨트롤타워를 맡고 있는 김동연 경제부총리 겸 기획재정부 장관이 이재용 삼성전자 부회장과 만나 세 가지를 당부했다.	0
중국이 산업정보를 보유한 호주국립대를 해킹한 사례와 중국 스파이들이 독일 바덴뷔르템베르크주에서 자동차 영업비밀을 가로챈 케이스도 소개됐다.	0
"""일부 언론은 “제임스는 그간 농구 지능이 높은 선수들과 경기하길 원했는데, 스티븐슨은 이에 들어맞지 않는다”고 지적했다."""	0
이날 손흥민의 전진 패스 중 위협적이었다 할 장면은 전반 이용에게 내준 페널티지역 아크에서의 패스가 전부였다.	0
이같은 성과는 전남도·시군·관계기관이 협업해 이룬 결과물로 내년에는 농촌마을의 정주 환경이 개선돼 거주하는 주민들의 삶의 질을 제고하고 신규 귀농인의 유인효과를 낼 것으로 분석했다.	0
보고서는 또 북한이 수출 금지 품목인 석탄·철강 등을 중국과 인도 등에 수출해 지난해 10월부터 올해 3월까지 약 1400만 달러(약 158억원)를 벌어들였다고도 지적했다.	0
지난해 데뷔 첫 시즌부터 주전 자리를 꿰차며 29경기(2골)를 뛰더니 올 시즌도 23경기에 나서 1골을 기록했다.	0
제주를 포함해 방한하는 일반 상품에 비해 2배 이상 비싼 것으로 주요 관광지 방문 및 프로그램 체험과 별도의 개별관광 일정까지 포함한 것이다.	0
"""영등포구는 공공시설 실내 공기질 모니터링이나 에너지 관리, 어르신 치매 예방을 위한 사업 등에도 IoT 행정서비스를 확대한다는 계획이다."""	0
이번 MOU 체결을 계기로 양사는 브루나이 국내외 광구의 공동 탐사 및 개발은 물론 포스코대우가 자체 개발 중인 심해 광구 개발도 협력할 예정이다.	0
앞서 최 전 감독은 지난 1일 SBS ‘김어준의 블랙하우스’에 출연해 독일과의 경기에서 승리할 것을 예측하기도 했다.	0
이날 영업을 나온 택시기사 정모(63)씨는 “회사택시(법인택시) 기사들은 파업에 참여해 벌이가 없더라도 회사에 돈은 줘야 한다”고 말했다.	0
이덕훈 총장은 “주말을 앞두고 한남가족들이 지역사회를 위해 뜻깊은 시간을 함께해 감사하다”며 “한남대는 매 학기 2000여명이 넘는 학생들이 국내외 봉사 활동을 펼치고 있다”고 말했다.	0
"""스타일리시한 패피들의 공식 중 하나는 멋을 안 낸 듯 무심한 듯 보이지만, 소재와 디테일 하나하나 어울리게 매치시킨다는 것이다."""	0
신천지의 위장 평화단체인 ㈔하늘문화세계평화광복(HWPL)은 지난해 8월 강원도 철원 민통선 내 민북지역에 위치한 평화문화광장에서 ‘세계평화선언문비 제막식’을 열었다.	0
아르헨티나는 22일(이하 한국시간) 니즈니노브고로드 스타디움에서 열린 2018 러시아월드컵 조별리그 D조 2차전에서 아이슬란드에 0대 3으로 완패했다.	0
특히 오늘 낮까지 강원동해안과 경북북부동해안에 천둥과 번개를 동반한 강한 비와 함께 많은 비가 오는 곳이 있겠습니다.	0
파충류 학자인 맥기씨는 라이브사이언스와의 인터뷰에서 “이 올챙이는 일반적인 미국 황소개구리 올챙이보다 훨씬 더 크다”면서 호르몬 불균형으로 인해 올챙이가 개구리로 변하지 않고 크게 성장한 것으로 분석했다.	0
이는 도널드 트럼프 행정부가 미국 내 베네수엘라 정부 자산에 대한 통제권을 과이도 의장에게 넘긴 데 따른 것이다.	0
"""신청은 지자체장이 발급한 지원 대상자 확인증, 지원 대상자 선정 통지문 등을 지적 측량 신청 시 제출하면 된다."""	0
유럽의약품안전청(EMA)도 7년 동안 최고용량(320㎎)을 복용한 경우 자연발생적인 발암 가능성에 더해 5000명 가운데 1명이 암에 걸릴 가능성이 있다는 중간 결과를 발표한 바 있다.	0
시는 지난 10일 경주 도시계획시설(황성공원) 조성사업 시행자 지정 및 실시계획 인가 고시를 하고 15일에는 사유지 매입을 위한 LH공사 토지은행 공공토지비축 신청을 했다.	0
이어 “항소를 준비하던 중 자신에 대해 실종 신고가 접수됐고 성남 경찰관들에게 체포 연행돼 정신병원에 감금됐다”고 주장했다.	0
"""이날 행사는 서브원 임직원 40여명이 참석, 서울에 남아있는 유일한 향교인 양천향교를 찾아 문화유산 곳곳의 쓰레기를 줍고 분리수거 및 잡초 뽑기 등의 환경 정화 활동을 펼쳤다."""	0
시는 안전관리 체계를 구축하고 시민들이 안전하게 관람할 수 있도록 투명한 방호 펜스를 설치해 관리해 오고 있다.	0
이대훈은 “성적도 중요하지만 재미있고 화려한 태권도를 보여드리는 게 목표”라며 “빠른 스피드의 발차기로 상대와 치열하게 치고받겠다”고 다짐했다.	0
성남 유스팀인 풍생중과 풍생고를 거쳐 2013년 성남에서 프로로 데뷔한 황의조는 팀의 간판 스트라이커로 4시즌 넘게 함께했다.	0
"""최근에는 제주 시민사회단체를 중심으로 의회가 없는 행장시장 직선제는 타당성과 현실성이 없고, 유일한 대안은 기초지방자치단체 부활이라는 요구도 잇따르고 있다."""	0
앞서 지난 4월 무역협회는 미·중 양국 간 무역전쟁이 격화될 경우 최대 367억 달러(약 39조원)의 피해를 볼 것이라는 분석을 내놨다.	0
푸에고 화산은 과테말라의 수도 과테말라 시티에서 44㎞떨어져 있는 화산으로 중미에 있는 화산 중 분화 활동이 가장 활발한 것으로 꼽힌다.	0
"""요셉의 채색옷, 애굽인의 다양한 의상, 홍해가 갈라지는 장면 등 마인크래프트의 배경과 캐릭터로 새롭게 만들어진 구약 성경을 흥미진진하게 읽을 수 있다."""	0
"""‘이부망천(이혼하면 부천 살고, 망하면 인천 산다)’ 발언으로 논란에 올랐던 정태옥 의원(무소속)이 오는 7일 검찰에 소환된다."""	0
"""이강덕 포항시장은 “이번 자매결연 체결을 통해 상호 협력과 미래 지향적인 관계로 나아가게 됐다”며 “앞으로 다양하고 폭넓은 교류를 통해 함께 발전하고, 양 도시 주민들이 더욱 행복할 수 있도록 노력하겠다”고 말했다."""	0
"""이치로는 이제 아시아 야구의 전설적인 선수로 명망을 얻고 있지만, 그때만 해도 “향후 30년간 일본을 이길 생각을 못하게 해주겠다”는 2006 WBC 때의 발언으로 한국 야구팬의 눈총을 받고 있었다."""	0
㈜엠에스코(대표 서문성)가 운영하는 토탈 홈케어 뷰티 브랜드 DPC는 색조 루즈 퓨르 시리즈의 3번째 컬렉션 ‘루즈 퓨르 슈에뜨’를 출시한다.	0
유 이사장은 정치 재개는 아니라며 선을 그었지만 여권에서는 유 이사장이 유튜브 방송을 통해 문재인정부에 대한 공세를 방어하고 여권 대권주자로서의 영향력을 키울 것이라는 관측이 많다.	0
"""이런 탓에 올해 FA 시장에서 이적한 선수는 총액 125억원의 계약을 맺고, 두산 베어스에서 NC 다이노스로 이적한 양의지(32)가 유일하다."""	0
이창학 서울시 상수도사업본부장은 “서울 수돗물 홍보에 대해 대학생들과 함께 고민하고 만들어가는 기회가 됐다”며 “선정작을 적극 활용해 수돗물 음용에 대한 시민들의 관심을 이어가겠다”고 말했다.	0
"""주요 지점별 누적 강수량은 이날 오전 11시 기준 제주 120.6㎜, 서귀포 177.1㎜, 성산 318.8㎜, 고산 13.7㎜, 태풍센터 311㎜, 한라산 성판악 326㎜ 등이다."""	0
"""한국타이어는 11일 대전공장에서 안기호 대전사회복지공동모금회장, 윤정록 한국타이어 대전공장장 등이 참석한 가운데 대전사회복지공동모금회에 이웃사랑 성금을 전달했다."""	0
"""연장 운행 차량은 이용 편의를 높이기 위해 2·28기념중앙공원, 약령시 등 지정된 정류소에 일찍 도착하더라도 출발예정시간까지 대기후 출발한다."""	0
유럽 굴지의 클럽들을 오가며 잔뼈가 굵은 아르투로 비달을 포함해 디에고 루비오와 안젤로 사갈 등 상대 미드필더진들은 노련했다.	0
"""양천구는 장애인뿐만 아니라 더 넓은 화장실이 필요한 임산부, 노약자, 가족 단위 이용자 등도 이용할 수 있도록 공중화장실 19개소에 대해 기존의 장애인 화장실을 가족화장실로 바꾸고 있다고 24일 밝혔다."""	0
바람이 어디서 부는지 우리는 바람의 실체를 못 보지만 나무가 흔들릴 때 어디서 바람이 오는지 아는 것과 같습니다.	0
김정은이 종전선언에 앞서 핵시설 리스트를 제출하는 등 전향적인 조치를 취하도록 유도하려면 강력한 대북 제재를 유지해야 하는데 중국과 러시아는 반대 흐름으로 가고 있다.	0
아르헨티나 경찰이 최근 남미축구 클럽대항전 코파 리베르타도레스 결승에서 일어난 폭력사태를 막지 못해 신뢰를 잃었다고 브라질 언론 메르코프레스가 전했다.	0
"""동영상에는 플로레스가 갑자기 움찔 하는 장면, 마두로 대통령과 둘이서 폭발음을 들린 쪽을 바라보는 장면이 담겨 있었다."""	0
이번 메타분석 논문은 SCI급 학술지인 국제환경연구공중보건잡지(International Journal of Environmental Research and Public Health) 최신호에 발표됐다.	0
"""인천해양경찰서는 소연평출장소 및 유관기관(해병대, 치안센터) 등 총 11명을 동원해 A로 접근, 선원 6명을 무사히 육상으로 이동조치 했다."""	0
한국은행은 이같은 위험요소로 숙박업체를 포함한 제주 전체 관광사업체의 평균 존속연수가 전국평균 7.4년보다 짧은 6.5년이 될 것으로 진단했다.	0
울산시는 지난해 11월부터 12월까지 태화강을 찾는 겨울철새수를 집계한 결과 지금까지 총 52종 10만6600여 개체가 관찰됐다고 22일 밝혔다.	0
"""시는 설 연휴 지역경제 안정대책으로 지역 제품 이용하기, 포항사랑상품권 200억원 추가발행, 민·관 합동 소비촉진 분위기 확산 운동, 전통시장 러브투어 운영 및 전통시장 장보기 행사를 한다."""	0
"""손흥민은 첼시와의 리그컵 준결승 1차전(9일), 맨체스터 유나이티드와의 프리미어리그 경기(14일)를 마치고 대표팀에 합류해 조별리그 1·2 차전은 물론이고, 3차전(16일 중국전) 출전도 불투명하다."""	0
콜롬비아의 한 남성이 지난 19일 치러진 러시아월드컵 조별리그 1차전에서 일본에 패하자 일본 여성을 상대로 성희롱을 해 여론의 뭇매를 맞았다.	0
